"quant","percent","A","B","blank","read_time_one","read_and_decide_time","response","id","qq","resp","keep","fast_response","slow_response"
"More than half1",76,"chevel","podden",302,1470,1412,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Few1",94,"puggle","entand",475,1419,978,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Most1",62,"pengyl","sedest",290,962,1021,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"More than half1",15,"zetten","unfobs",459,895,474,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"More than half1",23,"tiklet","hullaw",362,752,568,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Most1",76,"shamer","bloifs",308,765,799,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Few1",16,"coamin","mucond",270,955,812,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Fewer than half1",58,"raster","movell",279,721,1206,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Few1",3,"monter","melelt",337,524,934,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"More than half1",14,"cosutz","spover",363,2994,558,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",25,"fleeve","scalfs",1766,5482,760,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Few1",33,"cosutz","spover",787,573,1280,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Fewer than half1",98,"menner","nandow",938,1273,1479,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",40,"chadop","shaple",347,619,876,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",70,"gukbar","soarse",300,550,584,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"More than half1",90,"puctor","recure",324,588,640,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",84,"awplor","fasees",306,621,919,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",6,"schook","jabant",390,649,606,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Many1",73,"boddle","molill",631,545,524,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",80,"padnet","fanely",296,778,632,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",89,"pobbit","spippy",441,874,1133,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",94,"umpond","marire",1863,1528,686,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",66,"awplor","fasees",2901,1452,627,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Many1",43,"russer","huttle",635,1759,4619,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Fewer than half1",52,"devole","sholly",495,1031,905,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Few1",54,"menner","nandow",274,684,1138,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"More than half1",33,"strant","potind",256,844,2733,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Few1",38,"shurry","preser",618,1207,1290,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"More than half1",11,"shurry","preser",841,7343,1059,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",33,"chulks","vulhor",646,2579,1074,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",21,"menner","nandow",592,905,1298,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"More than half1",72,"bameta","unzast",292,765,508,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",81,"sporer","firtly",467,1500,797,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Most1",98,"werner","hurmer",325,629,518,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Fewer than half1",41,"beckel","racual",346,606,1084,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",32,"umpond","marire",274,578,563,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Many1",61,"fleeve","scalfs",283,522,608,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Most1",67,"puggle","entand",286,615,884,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Many1",47,"pirter","secent",240,534,1119,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Many1",64,"shrile","athoid",192,513,711,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Most1",59,"middor","drooty",233,2772,1909,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"More than half1",68,"coppar","hunene",255,830,631,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",89,"pobbit","spippy",591,679,510,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Most1",20,"raster","movell",237,392,711,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Few1",82,"padnet","fanely",279,423,652,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"More than half1",10,"gukbar","soarse",204,709,540,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Many1",17,"cosutz","spover",243,512,1204,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Few1",39,"raster","movell",457,559,1150,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Few1",86,"hadder","ollidy",129,398,1659,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"More than half1",71,"ingell","nalill",372,550,633,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Many1",32,"beckel","racual",600,482,876,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Fewer than half1",23,"cosutz","spover",1023,678,1088,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Few1",31,"pengyl","sedest",861,655,1805,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Most1",12,"padnet","fanely",152,464,602,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Many1",21,"jallem","sildal",93,690,701,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Few1",32,"sporer","firtly",383,832,1866,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Most1",79,"mecket","plumry",557,778,566,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Fewer than half1",74,"pluset","stubad",3,1303,2010,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",84,"sporer","firtly",1057,2737,2133,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",36,"shamer","bloifs",1661,1591,1825,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Few1",28,"chulks","vulhor",1006,2539,2152,TRUE,7,"Few1",0,TRUE,FALSE,FALSE
"Fewer than half1",44,"coamin","mucond",562,2332,1640,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"Many1",2,"puctor","recure",806,1488,2425,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Fewer than half1",66,"dorder","coggon",872,8411,1516,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",63,"devole","sholly",959,1969,1826,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Many1",12,"fleeve","scalfs",950,1949,2207,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Most1",24,"tiklet","hullaw",510,1390,1900,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Most1",65,"pluset","stubad",778,1321,1779,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Many1",24,"strant","potind",712,1136,1463,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Many1",7,"tecker","biller",1032,4193,1716,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Fewer than half1",62,"isbant","unairs",1927,4814,2263,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",54,"padnet","fanely",875,2250,4463,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",86,"bemble","squank",819,1390,2200,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"More than half1",48,"beckel","racual",705,2938,1888,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Most1",61,"pobbit","spippy",727,1581,1611,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"More than half1",37,"ancits","smeath",714,2245,1620,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Most1",82,"puctor","recure",877,1597,1512,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"More than half1",74,"boddle","molill",674,2645,1493,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",94,"cather","funder",667,3097,1313,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",52,"bemble","squank",659,1682,1549,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",5,"chadop","shaple",792,1655,2721,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Many1",49,"boddle","molill",732,1172,4594,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Few1",52,"isbant","unairs",1027,1443,2890,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Few1",84,"clidge","hensly",769,1044,2546,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Few1",90,"kustle","reshix",792,1544,1803,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",86,"chevel","podden",899,2631,2019,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",4,"kustle","reshix",1739,1281,1270,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Many1",13,"ingell","nalill",954,1875,1666,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Many1",69,"chulks","vulhor",778,2140,3241,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"Few1",42,"strant","potind",540,1197,2680,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Few1",69,"bemble","squank",326,2400,4349,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Few1",71,"puggle","entand",549,943,1550,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",47,"shamer","bloifs",453,1127,1231,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",22,"chulks","vulhor",1217,1258,1305,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",26,"clidge","hensly",377,1517,1331,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Many1",63,"tiklet","hullaw",556,2239,2204,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",16,"clidge","hensly",822,2785,1370,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"Few1",7,"hadder","ollidy",623,1589,1495,TRUE,7,"Few1",0,TRUE,FALSE,FALSE
"Most1",90,"dorder","coggon",503,1056,1888,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"More than half1",80,"pluset","stubad",1028,2811,2052,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",25,"puggle","entand",577,1448,1235,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",8,"werner","hurmer",869,1684,1234,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",63,"jallem","sildal",1025,1132,1087,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",70,"pluset","stubad",831,1659,3615,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"More than half1",96,"devole","sholly",597,1344,1392,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Few1",80,"pluset","stubad",578,1041,1277,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"More than half1",11,"middor","drooty",724,1216,2708,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",18,"gukbar","soarse",639,4075,2096,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",36,"strant","potind",480,2575,925,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Few1",45,"chevel","podden",501,1662,1874,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Many1",8,"pobbit","spippy",644,1124,4669,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Fewer than half1",28,"ancits","smeath",892,1562,1151,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",25,"cosutz","spover",889,2539,1094,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"Many1",11,"coamin","mucond",1263,2083,1803,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"More than half1",91,"coppar","hunene",836,1445,1347,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Few1",93,"coppar","hunene",1064,1813,1799,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Most1",79,"jallem","sildal",635,870,1639,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Most1",27,"puggle","entand",819,980,1784,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Many1",87,"awplor","fasees",649,2083,1739,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"Most1",85,"sporer","firtly",563,1189,1467,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"More than half1",9,"shamer","bloifs",1200,1117,1393,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",67,"bameta","unzast",688,979,1176,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",33,"chadop","shaple",630,852,918,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",30,"kustle","reshix",780,1082,1285,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"Few1",42,"shurry","preser",685,1404,2041,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Most1",49,"fleeve","scalfs",432,1107,1471,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Few1",91,"russer","huttle",380,918,1795,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",79,"russer","huttle",474,4400,963,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",35,"shrile","athoid",330,823,841,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",89,"cather","funder",303,749,2206,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",97,"boddle","molill",372,1786,1060,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",66,"werner","hurmer",319,3603,2524,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Few1",52,"zetten","unfobs",294,1749,1238,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Most1",41,"chadop","shaple",145,1155,702,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Most1",98,"umpond","marire",319,902,811,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"More than half1",2,"tiklet","hullaw",2747,1050,1419,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Many1",51,"zetten","unfobs",1024,1096,1789,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"More than half1",53,"isbant","unairs",373,1116,1512,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",92,"birler","enciad",2439,1485,1507,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",8,"gukbar","soarse",787,3011,1468,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",15,"spunge","wenple",696,828,1357,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"Few1",53,"boddle","molill",735,926,1336,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"More than half1",64,"menner","nandow",536,855,1155,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Most1",19,"chulks","vulhor",520,750,1725,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",40,"middor","drooty",455,961,1140,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"Few1",74,"tiklet","hullaw",406,1002,1162,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Many1",78,"mecket","plumry",335,772,1582,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"More than half1",84,"pobbit","spippy",320,1034,2422,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",71,"birler","enciad",277,917,1419,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",31,"shrile","athoid",395,829,1422,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Fewer than half1",56,"tecker","biller",355,888,1055,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",43,"middor","drooty",372,599,1510,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Most1",17,"monter","melelt",307,1262,1094,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",91,"ingell","nalill",539,1089,872,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Few1",43,"devole","sholly",391,691,2292,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",11,"fleeve","scalfs",440,966,2029,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",51,"menner","nandow",224,880,1893,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",55,"puctor","recure",410,1710,1235,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",93,"pliper","sesare",239,616,2497,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",60,"bemble","squank",217,654,1237,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Few1",4,"pengyl","sedest",199,1138,1897,TRUE,7,"Few1",0,TRUE,FALSE,FALSE
"More than half1",6,"zetten","unfobs",247,826,1458,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Few1",72,"umpond","marire",257,1057,1363,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Few1",92,"beckel","racual",369,946,1342,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Most1",75,"boddle","molill",278,2567,1412,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Many1",70,"shamer","bloifs",212,1344,1641,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"Most1",45,"coamin","mucond",183,1302,1229,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Many1",74,"pliper","sesare",208,913,1221,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"Few1",64,"sporer","firtly",285,1183,3133,TRUE,7,"Few1",0,TRUE,FALSE,FALSE
"Few1",65,"fleeve","scalfs",177,732,1354,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Few1",92,"padnet","fanely",203,1092,1042,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Many1",53,"puggle","entand",322,317,4408,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"More than half1",94,"awplor","fasees",218,1142,1339,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Few1",63,"middor","drooty",287,722,1028,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",85,"puctor","recure",231,1377,1010,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",70,"ingell","nalill",193,579,1063,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",68,"coppar","hunene",148,1076,1190,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",10,"pengyl","sedest",142,798,1447,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Most1",32,"shrile","athoid",120,916,1039,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",64,"awplor","fasees",168,1807,1455,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",72,"russer","huttle",184,809,1199,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Most1",73,"pliper","sesare",182,775,1261,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Few1",77,"dorder","coggon",207,602,1216,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Few1",18,"schook","jabant",247,937,1437,TRUE,7,"Few1",0,TRUE,FALSE,FALSE
"Many1",81,"ancits","smeath",267,1454,1909,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"More than half1",23,"chadop","shaple",326,1095,1299,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Few1",3,"menner","nandow",290,1571,1319,TRUE,7,"Few1",0,TRUE,FALSE,FALSE
"Few1",39,"pirter","secent",100,703,1698,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Many1",72,"spunge","wenple",244,896,4633,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"Most1",54,"chevel","podden",195,607,1334,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Most1",76,"cather","funder",145,808,1216,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Many1",59,"menner","nandow",167,717,1985,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Most1",39,"hadder","ollidy",158,626,2831,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Few1",93,"pobbit","spippy",130,674,1538,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Most1",9,"spunge","wenple",174,938,1199,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Few1",76,"puctor","recure",177,608,1329,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Most1",31,"werner","hurmer",139,1108,1297,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"More than half1",73,"pirter","secent",189,1034,978,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",10,"fleeve","scalfs",191,1147,861,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Many1",71,"monter","melelt",227,695,2207,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Most1",59,"pirter","secent",173,691,3001,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Most1",74,"menner","nandow",184,902,1285,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Many1",75,"dorder","coggon",212,1048,1461,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",61,"pirter","secent",208,1411,2471,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",59,"clidge","hensly",1223,1107,929,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Few1",5,"pliper","sesare",201,811,1032,TRUE,7,"Few1",0,TRUE,FALSE,FALSE
"Many1",15,"jallem","sildal",158,986,1438,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"More than half1",69,"umpond","marire",116,806,1003,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",32,"mecket","plumry",171,703,806,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Most1",26,"clidge","hensly",273,645,1366,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Many1",84,"chevel","podden",378,1278,1807,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"More than half1",30,"cosutz","spover",1173,767,919,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Most1",25,"zetten","unfobs",388,765,1512,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Many1",82,"beckel","racual",396,682,1240,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"More than half1",67,"sporer","firtly",374,1325,1165,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Most1",80,"awplor","fasees",272,788,1292,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Most1",13,"beckel","racual",238,1388,867,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"More than half1",76,"chevel","podden",183,650,1170,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Few1",31,"monter","melelt",194,814,2791,TRUE,7,"Few1",0,TRUE,FALSE,FALSE
"More than half1",49,"werner","hurmer",198,673,866,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"More than half1",38,"chulks","vulhor",211,1017,1646,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Most1",78,"raster","movell",202,558,983,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Many1",42,"devole","sholly",146,883,1197,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Few1",29,"gukbar","soarse",146,760,1395,TRUE,7,"Few1",0,TRUE,FALSE,FALSE
"Fewer than half1",49,"shrile","athoid",168,1205,1730,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"Many1",81,"bemble","squank",1014,873,1074,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"Many1",64,"raster","movell",244,857,914,TRUE,7,"Many1",0,TRUE,FALSE,FALSE
"Fewer than half1",34,"pengyl","sedest",221,916,1353,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",93,"padnet","fanely",192,920,1583,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Most1",68,"padnet","fanely",703,591,1182,TRUE,7,"Most1",1,TRUE,FALSE,FALSE
"Few1",24,"raster","movell",219,879,937,TRUE,7,"Few1",0,TRUE,FALSE,FALSE
"Most1",38,"strant","potind",167,600,1443,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"More than half1",39,"hadder","ollidy",214,623,980,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",10,"monter","melelt",273,1041,1842,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",77,"pliper","sesare",1245,738,1017,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Many1",74,"hadder","ollidy",347,454,1670,FALSE,7,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",38,"strant","potind",473,655,894,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",31,"schook","jabant",156,654,1083,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Few1",33,"werner","hurmer",415,452,3345,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Few1",57,"cosutz","spover",446,964,1360,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Most1",10,"mecket","plumry",313,897,1068,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",70,"umpond","marire",376,872,912,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",23,"ancits","smeath",258,1044,1425,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"More than half1",62,"jallem","sildal",350,877,932,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"Few1",32,"mecket","plumry",232,561,3613,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",43,"puggle","entand",260,756,1050,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",13,"beckel","racual",183,1094,1059,TRUE,7,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",19,"monter","melelt",134,1425,1209,FALSE,7,"More than half1",0,TRUE,FALSE,FALSE
"Most1",34,"shurry","preser",267,1112,1187,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",58,"pobbit","spippy",372,373,1460,FALSE,7,"Fewer than half1",1,TRUE,FALSE,FALSE
"Few1",49,"ancits","smeath",656,824,1410,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Few1",66,"spunge","wenple",280,998,721,FALSE,7,"Few1",1,TRUE,FALSE,FALSE
"Few1",18,"shamer","bloifs",369,603,1210,TRUE,7,"Few1",0,TRUE,FALSE,FALSE
"Most1",46,"gukbar","soarse",312,743,1370,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"Most1",40,"pengyl","sedest",258,794,1689,FALSE,7,"Most1",0,TRUE,FALSE,FALSE
"More than half1",72,"raster","movell",337,818,1408,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",82,"russer","huttle",321,865,834,TRUE,7,"More than half1",1,TRUE,FALSE,FALSE
