"quant","percent","A","B","blank","read_time_one","read_and_decide_time","response","id","qq","resp","keep","fast_response","slow_response"
"Most1",61,"jallem","sildal",209,1001,1792,TRUE,5,"Most1",1,TRUE,FALSE,FALSE
"Most1",87,"padnet","fanely",239,724,1016,TRUE,5,"Most1",1,TRUE,FALSE,FALSE
"Few1",57,"padnet","fanely",1591,949,2263,FALSE,5,"Few1",1,TRUE,FALSE,FALSE
"More than half1",89,"birler","enciad",1488,412,1268,TRUE,5,"More than half1",1,TRUE,FALSE,FALSE
"Many1",26,"hadder","ollidy",784,508,1653,TRUE,5,"Many1",0,TRUE,FALSE,FALSE
"Few1",88,"fleeve","scalfs",825,649,2697,FALSE,5,"Few1",1,TRUE,FALSE,FALSE
"More than half1",62,"devole","sholly",885,722,1493,TRUE,5,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",15,"fleeve","scalfs",897,756,1566,TRUE,5,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",34,"shrile","athoid",1231,547,1162,FALSE,5,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",76,"umpond","marire",1041,605,1781,FALSE,5,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",7,"kustle","reshix",180,967,1553,FALSE,5,"More than half1",0,TRUE,FALSE,FALSE
"Many1",79,"ingell","nalill",157,689,1896,FALSE,5,"Many1",1,TRUE,FALSE,FALSE
"Most1",31,"hadder","ollidy",1208,383,1803,FALSE,5,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",77,"menner","nandow",732,482,3454,FALSE,5,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",19,"spunge","wenple",484,876,1673,TRUE,5,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",93,"pobbit","spippy",539,730,1791,TRUE,5,"Most1",1,TRUE,FALSE,FALSE
"Few1",79,"chadop","shaple",195,521,2190,FALSE,5,"Few1",1,TRUE,FALSE,FALSE
"Few1",64,"kustle","reshix",1042,692,1515,FALSE,5,"Few1",1,TRUE,FALSE,FALSE
"Few1",62,"tecker","biller",168,876,2067,FALSE,5,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",53,"boddle","molill",193,4646,2317,FALSE,5,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",23,"jallem","sildal",354,1033,1254,TRUE,5,"Many1",0,TRUE,FALSE,FALSE
"Many1",61,"beckel","racual",838,1565,1238,FALSE,5,"Many1",1,TRUE,FALSE,FALSE
"More than half1",98,"coppar","hunene",6025,3674,3780,TRUE,5,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",92,"devole","sholly",307,1028,1405,FALSE,5,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",43,"chevel","podden",790,869,1778,TRUE,5,"Many1",0,TRUE,FALSE,FALSE
"Most1",55,"umpond","marire",405,878,3737,TRUE,5,"Most1",1,TRUE,FALSE,FALSE
"Few1",26,"coppar","hunene",425,765,1598,TRUE,5,"Few1",0,TRUE,FALSE,FALSE
"More than half1",19,"hadder","ollidy",8556,1816,1897,FALSE,5,"More than half1",0,TRUE,FALSE,FALSE
"More than half1",34,"shurry","preser",164,720,1441,FALSE,5,"More than half1",0,TRUE,FALSE,FALSE
"Most1",53,"dorder","coggon",620,810,3272,TRUE,5,"Most1",1,TRUE,FALSE,FALSE
"Few1",39,"tiklet","hullaw",1276,871,1492,TRUE,5,"Few1",0,TRUE,FALSE,FALSE
"Fewer than half1",64,"cather","funder",928,689,1703,FALSE,5,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",93,"spunge","wenple",380,713,2671,FALSE,5,"Many1",1,TRUE,FALSE,FALSE
"Most1",38,"middor","drooty",678,648,1408,FALSE,5,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",16,"mecket","plumry",2040,732,1450,TRUE,5,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",67,"dorder","coggon",605,701,1442,FALSE,5,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",31,"gukbar","soarse",384,628,1546,TRUE,5,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",73,"pliper","sesare",565,777,1414,TRUE,5,"More than half1",1,TRUE,FALSE,FALSE
"Many1",4,"menner","nandow",411,834,886,TRUE,5,"Many1",0,TRUE,FALSE,FALSE
"Most1",91,"russer","huttle",226,909,828,TRUE,5,"Most1",1,TRUE,FALSE,FALSE
"Fewer than half1",87,"awplor","fasees",236,773,1092,FALSE,5,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",29,"middor","drooty",549,681,1130,TRUE,5,"Many1",0,TRUE,FALSE,FALSE
"Fewer than half1",3,"werner","hurmer",335,848,2049,TRUE,5,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",68,"pirter","secent",834,3000,2391,TRUE,5,"Most1",1,TRUE,FALSE,FALSE
"Few1",70,"bameta","unzast",771,2675,1919,FALSE,5,"Few1",1,TRUE,FALSE,FALSE
"Most1",33,"coamin","mucond",270,1385,2441,FALSE,5,"Most1",0,TRUE,FALSE,FALSE
"Many1",17,"chadop","shaple",1286,680,1610,TRUE,5,"Many1",0,TRUE,FALSE,FALSE
"More than half1",22,"mecket","plumry",3575,642,1383,FALSE,5,"More than half1",0,TRUE,FALSE,FALSE
"Few1",65,"beckel","racual",666,653,2121,FALSE,5,"Few1",1,TRUE,FALSE,FALSE
"Few1",44,"puctor","recure",1892,1613,1623,TRUE,5,"Few1",0,TRUE,FALSE,FALSE
"Many1",72,"russer","huttle",1415,3306,1601,FALSE,5,"Many1",1,TRUE,FALSE,FALSE
"More than half1",3,"cosutz","spover",252,837,2621,FALSE,5,"More than half1",0,TRUE,FALSE,FALSE
"Few1",66,"chulks","vulhor",186,1336,1992,FALSE,5,"Few1",1,TRUE,FALSE,FALSE
"Most1",66,"puctor","recure",186,623,1505,TRUE,5,"Most1",1,TRUE,FALSE,FALSE
"Many1",97,"clidge","hensly",1153,1588,1326,FALSE,5,"Many1",1,TRUE,FALSE,FALSE
"More than half1",66,"padnet","fanely",156,758,1838,TRUE,5,"More than half1",1,TRUE,FALSE,FALSE
"Many1",76,"cosutz","spover",230,671,752,FALSE,5,"Many1",1,TRUE,FALSE,FALSE
"Few1",6,"werner","hurmer",1224,736,2029,TRUE,5,"Few1",0,TRUE,FALSE,FALSE
"More than half1",60,"pobbit","spippy",288,561,1236,TRUE,5,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",80,"bemble","squank",364,747,1517,FALSE,5,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",84,"boddle","molill",545,828,2278,TRUE,5,"More than half1",1,TRUE,FALSE,FALSE
"Few1",56,"pirter","secent",422,802,2542,FALSE,5,"Few1",1,TRUE,FALSE,FALSE
"More than half1",27,"werner","hurmer",376,754,2241,FALSE,5,"More than half1",0,TRUE,FALSE,FALSE
"Most1",14,"chadop","shaple",638,649,1326,FALSE,5,"Most1",0,TRUE,FALSE,FALSE
"More than half1",46,"shrile","athoid",385,610,1461,FALSE,5,"More than half1",0,TRUE,FALSE,FALSE
"Many1",42,"padnet","fanely",783,833,1183,TRUE,5,"Many1",0,TRUE,FALSE,FALSE
"Many1",14,"tiklet","hullaw",455,760,1059,TRUE,5,"Many1",0,TRUE,FALSE,FALSE
"Fewer than half1",14,"kustle","reshix",374,459,1653,TRUE,5,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",66,"chadop","shaple",1114,1536,4819,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",44,"zetten","unfobs",1530,1667,1831,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",12,"shrile","athoid",907,1042,1051,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",8,"werner","hurmer",642,1126,1177,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Many1",83,"middor","drooty",547,1049,1519,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",42,"ancits","smeath",409,114,2379,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Few1",20,"ingell","nalill",1338,1510,1284,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Many1",30,"bemble","squank",2190,1277,1083,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"More than half1",75,"boddle","molill",510,1019,448,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Most1",44,"pliper","sesare",309,752,531,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"More than half1",9,"chadop","shaple",379,1143,567,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Most1",46,"devole","sholly",372,644,1361,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",21,"middor","drooty",1210,915,2070,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Many1",98,"isbant","unairs",906,1210,655,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Few1",39,"kustle","reshix",522,1011,1610,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Most1",3,"bameta","unzast",1456,994,687,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",9,"pengyl","sedest",1622,3395,964,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Most1",60,"beckel","racual",380,1068,720,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"More than half1",45,"kustle","reshix",818,1040,748,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Most1",65,"chulks","vulhor",754,733,975,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Few1",99,"zetten","unfobs",818,2438,1529,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",67,"boddle","molill",913,1439,682,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Few1",20,"shrile","athoid",805,1095,1532,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"More than half1",93,"tecker","biller",944,735,506,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Few1",75,"shamer","bloifs",763,583,1132,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Few1",92,"werner","hurmer",1300,595,764,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Few1",81,"bemble","squank",723,862,1048,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Most1",81,"fleeve","scalfs",1333,861,460,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"More than half1",65,"devole","sholly",1624,776,950,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",36,"clidge","hensly",828,649,1062,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",11,"cather","funder",1473,673,707,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Most1",74,"coamin","mucond",650,826,1189,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Many1",21,"kustle","reshix",1028,2175,1002,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Few1",47,"tecker","biller",1273,1022,3106,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"More than half1",25,"chulks","vulhor",1507,786,947,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Many1",42,"ancits","smeath",1130,773,1966,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Many1",28,"chevel","podden",943,799,639,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Most1",88,"kustle","reshix",951,548,1005,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Many1",76,"coamin","mucond",1241,1164,871,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Few1",3,"devole","sholly",1340,860,1188,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Fewer than half1",71,"isbant","unairs",1186,1164,1075,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",96,"russer","huttle",638,744,693,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",45,"birler","enciad",1047,935,772,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Many1",31,"zetten","unfobs",578,644,444,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"More than half1",77,"awplor","fasees",1525,511,569,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",87,"pirter","secent",1385,710,1207,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",88,"pluset","stubad",628,793,531,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",71,"dorder","coggon",1127,801,837,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"More than half1",86,"dorder","coggon",499,409,526,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Many1",36,"cather","funder",451,660,765,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Most1",25,"bemble","squank",583,683,611,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",63,"coppar","hunene",502,2101,582,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Many1",61,"chulks","vulhor",2161,1027,1797,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Many1",98,"strant","potind",1204,2148,539,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Most1",55,"strant","potind",494,417,794,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"More than half1",26,"werner","hurmer",476,533,552,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Many1",63,"puggle","entand",531,669,532,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Few1",75,"awplor","fasees",368,656,990,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"More than half1",36,"pengyl","sedest",378,645,880,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",27,"kustle","reshix",391,628,669,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",14,"monter","melelt",428,504,721,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",6,"schook","jabant",547,615,601,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Few1",29,"pluset","stubad",372,574,3762,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Most1",5,"jallem","sildal",536,571,650,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Most1",9,"awplor","fasees",377,544,919,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Many1",20,"coppar","hunene",387,895,1517,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Many1",14,"pengyl","sedest",1325,751,708,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Fewer than half1",85,"birler","enciad",1679,853,1390,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Few1",18,"birler","enciad",615,1055,831,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Fewer than half1",81,"tecker","biller",348,503,688,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",18,"gukbar","soarse",736,792,1932,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Few1",85,"schook","jabant",402,396,947,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Most1",43,"tecker","biller",337,603,776,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Many1",47,"schook","jabant",334,640,1704,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Few1",11,"jallem","sildal",457,637,1176,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Many1",21,"tecker","biller",1695,2308,1126,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Most1",13,"sporer","firtly",4602,2913,660,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Few1",84,"chevel","podden",363,723,932,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Most1",30,"pirter","secent",336,597,635,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",82,"chevel","podden",337,748,839,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",56,"cosutz","spover",341,888,1985,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Most1",73,"shrile","athoid",400,603,1148,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Fewer than half1",2,"shamer","bloifs",312,673,1503,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",48,"chevel","podden",2869,754,1174,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Few1",63,"strant","potind",674,872,835,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",65,"cather","funder",402,844,1774,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",70,"pirter","secent",440,873,1601,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Most1",71,"schook","jabant",1678,798,706,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Fewer than half1",60,"jallem","sildal",448,3345,738,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",46,"shurry","preser",1279,5824,2413,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",68,"bemble","squank",533,1154,623,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",63,"clidge","hensly",619,669,1754,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Many1",6,"monter","melelt",289,2065,626,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Many1",81,"pliper","sesare",419,767,624,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"More than half1",67,"umpond","marire",331,1067,782,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",1,"spunge","wenple",632,873,1153,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",77,"sporer","firtly",464,1457,2656,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Many1",7,"pluset","stubad",319,1014,1533,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"More than half1",28,"mecket","plumry",1786,871,1039,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Many1",88,"shurry","preser",393,642,925,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Few1",84,"puctor","recure",402,809,1170,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Most1",95,"spunge","wenple",786,794,1790,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Most1",72,"ancits","smeath",871,1604,481,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Fewer than half1",17,"puggle","entand",387,839,1464,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Many1",22,"devole","sholly",809,4520,1406,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Most1",91,"tiklet","hullaw",612,1831,1130,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Few1",96,"pobbit","spippy",346,668,787,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Most1",19,"pobbit","spippy",322,727,3074,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Few1",15,"middor","drooty",399,590,3120,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Most1",23,"boddle","molill",563,2608,758,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Many1",92,"spunge","wenple",334,824,947,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Many1",95,"tiklet","hullaw",413,3667,2774,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Few1",47,"chadop","shaple",323,535,4048,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"More than half1",95,"padnet","fanely",982,2427,585,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Few1",96,"pliper","sesare",546,921,980,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Most1",37,"pluset","stubad",453,686,3929,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Few1",52,"tiklet","hullaw",293,609,1091,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"More than half1",53,"bemble","squank",298,586,893,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",51,"pluset","stubad",381,454,702,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Few1",51,"mecket","plumry",577,509,794,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"More than half1",34,"hadder","ollidy",374,666,579,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",79,"puctor","recure",395,1055,2090,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",22,"mecket","plumry",2378,4099,800,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",45,"hadder","ollidy",628,1239,1252,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"Few1",34,"umpond","marire",370,877,669,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Many1",68,"clidge","hensly",373,1552,679,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"More than half1",24,"fleeve","scalfs",309,613,648,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Most1",82,"zetten","unfobs",327,706,1017,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Many1",56,"hadder","ollidy",526,1242,3818,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Most1",41,"isbant","unairs",570,819,656,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Fewer than half1",62,"pliper","sesare",327,669,1040,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",83,"raster","movell",356,869,874,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"More than half1",12,"middor","drooty",588,606,893,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Many1",1,"raster","movell",365,546,751,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Few1",6,"boddle","molill",405,659,1070,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Most1",40,"dorder","coggon",458,1211,1849,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Many1",22,"menner","nandow",480,966,1147,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Fewer than half1",32,"tiklet","hullaw",387,437,742,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",19,"monter","melelt",593,821,862,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",55,"bameta","unzast",501,554,719,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",43,"coamin","mucond",453,559,597,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",96,"jallem","sildal",385,1015,746,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Few1",76,"clidge","hensly",414,582,1114,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"More than half1",54,"isbant","unairs",325,4763,1264,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Fewer than half1",10,"strant","potind",510,4644,1769,TRUE,6,"Fewer than half1",0,TRUE,FALSE,FALSE
"More than half1",88,"cather","funder",717,616,1355,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Few1",97,"coppar","hunene",768,670,1101,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"More than half1",2,"shrile","athoid",1201,684,558,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Few1",47,"gukbar","soarse",427,519,1953,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Many1",75,"bameta","unzast",481,604,1643,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"More than half1",91,"russer","huttle",455,1114,775,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Few1",7,"chulks","vulhor",569,1623,2608,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Many1",90,"shamer","bloifs",585,1166,1474,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"More than half1",39,"coamin","mucond",552,617,596,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Few1",89,"isbant","unairs",625,700,810,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Most1",34,"coppar","hunene",454,602,749,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Few1",61,"spunge","wenple",489,839,1769,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"More than half1",13,"ancits","smeath",380,712,651,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"More than half1",79,"pliper","sesare",400,872,417,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Few1",81,"dorder","coggon",431,683,898,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Fewer than half1",93,"dorder","coggon",363,1184,728,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",90,"monter","melelt",333,712,880,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"More than half1",43,"shamer","bloifs",374,873,630,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Few1",14,"cather","funder",317,2298,712,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"More than half1",5,"beckel","racual",330,908,857,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Fewer than half1",75,"ingell","nalill",264,804,835,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"Most1",24,"russer","huttle",315,1156,489,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Most1",7,"ingell","nalill",316,981,1383,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"Many1",66,"ingell","nalill",233,754,669,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Fewer than half1",92,"pobbit","spippy",261,962,748,FALSE,6,"Fewer than half1",1,TRUE,FALSE,FALSE
"More than half1",27,"puggle","entand",340,839,550,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Few1",29,"bameta","unzast",330,751,925,TRUE,6,"Few1",0,TRUE,FALSE,FALSE
"Many1",44,"chadop","shaple",244,641,1716,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Most1",69,"shurry","preser",714,1865,910,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Few1",51,"beckel","racual",963,1305,774,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Many1",13,"birler","enciad",327,847,697,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Many1",72,"werner","hurmer",284,768,1076,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Few1",66,"ancits","smeath",220,2052,676,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Few1",96,"russer","huttle",390,550,658,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"Many1",91,"puctor","recure",283,857,725,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"More than half1",47,"spunge","wenple",344,718,1097,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Most1",35,"puctor","recure",1083,969,489,FALSE,6,"Most1",0,TRUE,FALSE,FALSE
"More than half1",60,"menner","nandow",421,732,1212,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Most1",94,"hadder","ollidy",582,556,748,TRUE,6,"Most1",1,TRUE,FALSE,FALSE
"Many1",22,"mecket","plumry",782,1303,785,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"Few1",57,"fleeve","scalfs",445,719,945,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
"More than half1",52,"birler","enciad",185,698,648,TRUE,6,"More than half1",1,TRUE,FALSE,FALSE
"Many1",84,"umpond","marire",411,825,714,FALSE,6,"Many1",1,TRUE,FALSE,FALSE
"Many1",25,"padnet","fanely",367,744,913,TRUE,6,"Many1",0,TRUE,FALSE,FALSE
"More than half1",35,"clidge","hensly",387,1464,789,FALSE,6,"More than half1",0,TRUE,FALSE,FALSE
"Few1",75,"pirter","secent",366,643,837,FALSE,6,"Few1",1,TRUE,FALSE,FALSE
